Lemma,Location,NR,Left,Token,Right,Variant,Meaning,Original_meaning,Metaphor,Concreteness,Century,Source,Title,Date,Author,Genre,Rhyme,Regio,Land,Register,Frequency_lemma,Century_factor,Frequency_lemma_century,Frequency_meaning,logFreq_lemma,logFreq_lemma_century,logFreq_meaning,percentage_apocope_16,percentage_apocope_17,percentage_apocope_18,percentage_apocope_19,percentage_apocope_20,percentage_apocope_eeuw,lag_variation,Freq_meaning_cat
klas,Deurne,37,"  letterlijk overgebriefd aan Irene Muller die het avontuur met  haar ondernemende tandarts aardig te boven was gekomen zonder haar omgeving er  iets van te laten merken.  Geneesheer Angelino had zich tijdens de episode Robert Manen onopvallend  teruggetrokken, maar begon allengs weer meer belangstelling te koesteren voor het  schoolgebouw. Als hij van zijn visites terugkeerde, reed hij zijn wagen wel eens de  speelplaats op en stapte Irenes klas binnen.  \x91Ik kom even kijken of die kersepitten van u nog weten hoeveel een en een is,\x92 zei  hij breed lachend.  \x91Hoeveel is een en een?\x92 riep hij de klas toe.  \x91Twee!\x92 riep iemand die destijds afwezig was geweest.  \x91Tien!\x92 overstemde de ",klas," de stommeling.  \x91Mooi!\x92  Die dag, toen geneesheer Angelino onverwachts een bezoek bracht aan de klas van  Irene Muller, stond net Ankie van den Broeke voor de klas. Ankie met haar sproeten,  rode lokken en groene ogen. In haar kleine handen hield zij haar opstelschrift en zij  wilde haar opstel gaan voorlezen aan de klas.  Het was bij Ankie altijd raak. Zij stamde uit een gezin van niets dan broers, rauwe  klanten die bij een groot transportbedrijf in de stad werkten en ongekuiste taal spraken.  Ankie, een nakomertje, vertegenwoordigde, afgezien van haar moeder, het enige  vrouwelijke element in een huis vol rabauwen en struikrovers. Onwillekeurig nam  zij van hen menige bloemrijke uitdrukking over die zij in  ",apocope,groep_leerlingen,original,no,abstract,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Kortooms 1968.txt,de_dokter_verzuipt,1968,Kortooms,fiction,no_rhyme,Brabant,BE,written,332,20,277,123,2.521138084,2.442479769,2.089905111,NA,0,0,0.365384615,0.664259928,0.664259928,0.365384615,most_frequent
klas,Amsterdam,208,"  ze al de vriendinnen; dat was over en weer handen geven en  begroetingen: \x91Heb je veel plezier gehad?\x92 - \x91Ja, dol, jij ook?\x92 - \x91Waar ben je ook  weer naar toe geweest?\x92 - \x91Dank je wel voor je ansichten,\x92 enz. enz. Tot eindelijk de  bel luidde. Ieder mocht voor den eersten morgen gaan zitten naast wie ze wilde; geen  wonder, dat D\xE9 en Claar naast elkaar kropen - later op den dag kregen ze ieder een  andere plaats. De morgen ging bijna geheel om met boeken nazien, lessen opgeven  en bespreken voor volgende dagen, zoodat die eerste schooldag nog al niet te zwaar  was.  A. Jowal, Claartje   114  Veertiende hoofdstuk.  In de nieuwe ",klas,".  Spoedig echter werd het drukker. In de zesde klas kregen ze voor het eerst les in  Duitsch; dat was erg moeilijk in het begin met al die vreemde letters en die moeilijke  woorden. Dan kregen ze ook voor ieder vak veel meer te leeren, zoodat er nu 's  avonds niet zooveel tijd overschoot voor wandelen.  Maar een les was er in de week, waarmee ze zich zeker niet vermoeiden, nl.  dierkunde, die ze kregen van dien bewusten meester, van wien ze al dikwijls gehoord  hadden, dat je zooveel pret bij hem kon maken. Toen ze dan ook den eersten keer  les van hem zouden hebben, verheugden ze er zich allen dol op. Hoe zou het wel  gaan? ",apocope,groep_leerlingen,original,no,abstract,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Jowal 1906.txt,claartje,1906,Jowal,fiction,no_rhyme,Holland,NL,written,332,20,277,123,2.521138084,2.442479769,2.089905111,NA,0,0,0.365384615,0.664259928,0.664259928,0.365384615,most_frequent
klas,Amsterdam,87,"  in allerijl de  hoeden van den  A. Jowal, Claartje   2  kapstok krijgen en vlug bal, hoepel of springtouw in de hand nemen; en dan kwamen  ze den tuin ingesprongen, dankbaar een kwartiertje te kunnen hollen en vliegen, in  plaats van te moeten stilzitten en opletten. Maar nu, - kalm, bedaard, als ernstige  groote menschen, liepen ze den gang door en den tuin in, druk redeneerend over een  zeer gewichtige zaak. - Tevergeefs spreidden de bloemen hun blaadjes wijder uit,  tevergeefs liet de zon haar stralen met verdubbelde kracht op de eerste knoppen  schijnen, en zongen de vogels hun mooiste lied - geen der meisjes had er oog of oor  voor; ze waren te veel vervuld, van wat er zooeven in de ",klas," gebeurd was. Sommige  wandelden in groepjes van drie of vier de paden op en neer, de buitenste wat naar  voren, hoofd en bovenlijf naar de middelste gebogen, terwijl er achter in den tuin  vier van de grootste met aandacht stonden te luisteren naar een aardig, blond meisje  van bijna dertien jaar, Claartje Tarazan.  \x91Ja Claar, het was echt leelijk van Letje,\x92 zei er een uit het groepje, \x91en ik vind,  dat Mademoiselle Depr\xE9 groot gelijk had, om haar weg te sturen.\x92  \x91Ik ga aan Letje zeggen, dat we 't allemaal erg onaardig van haar vinden,\x92  antwoordde Claar, \x91ga jullie met me mee?\x92  A. Jowal, Claartje   3  Hand aan hand ",apocope,groep_leerlingen,original,no,abstract,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Jowal 1906.txt,claartje,1906,Jowal,fiction,no_rhyme,Holland,NL,written,332,20,277,123,2.521138084,2.442479769,2.089905111,NA,0,0,0.365384615,0.664259928,0.664259928,0.365384615,most_frequent
klas,Duisburg,291,"  wel te ghevallen,  Moet ick teghen mijn hert, als nu gaen callen,  O bittere Gallen // O snoode mont:  Dat ghy teghen u hert soo spreken cont:  Nochtans moet het terstont al zijn volbracht,  Of ick en hebbe rust dagh nochte nacht.  Tectander.  Maer wat mach dit als nu bedieden,  Datse my voor t' Classem weder ontbieden?  Oft sylieden hebben berou van haer sententie?  Oft sy ghesint zijn te doen penitentie?  Van haren quaet voornemen onghegrondt?  Oft hebben sy vonden eenen nieuwen vondt?  Om my te doen d' een leet op d' ander.  Onpartydich hert comt en roept.  Hem, hem, waer wildy gaen Tectander?  Seght my Vrient, hoe sydy te passe.  Tectander.  Ick moet gaen al na de ",Classe,":  Want s' hebben my rasse // derwaerts ontboden,  En daerom te gaen is my van noden,  Belieft u wat te wachten hier?  Ick sal wel haestelijck weercomen schier,  +Hy gaet inde Kerck.  + En u mijn sake alsdan vertellen.  Onpartydich hert al wandelende.  Wat zijn hier int Classi snode ghesellen?  Die Godes Kercke quellen // in alderley manieren,  Ten zijn maer Wolven, oft felle gieren,  Die de gheheele Stadt stellen in roeren.  Sy maken partydich, Burghers en Boeren,  Door twistich oproeren // vol nydich bedrijf,  En waerom is anders al haer ghekijf,  Adolphus Venator, Een claer ende doorluchtich vertooch van d'Alckmaersche kerckelicke gheschillen   41r  Dan om haer eere en macht niet te verliesen,  Daerom gaen sy den twist voor vrede ",sjwa,kring_kerk,original,no,abstract,17,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1600-1700/1600-1700/Plays/Venator.txt,kerckelicke_geschillen,1611,Venator,fiction,rhyme,other,DU,spoken_like,332,17,1,1,2.521138084,0,0,NA,0,0,0.365384615,0.664259928,0,0,less_frequent
klas,Nevele,53,"  niet opgewassen te zijn. Wat de lessen betrof, zou dit  betrekkelijk bevredigend zijn geweest, de dienstdoende nonnekens waren evenmin  gediplomeerd, en gaven hare leergangen op eene armzalige wijze, bij uitzondering  nochtans van het handwerk, een vak waarin juffer Sperre volkomen te kort schoot.  En wat nog te wenschen liet, was de orde in hare klas; het was de waardigheid harer  houding tegenover hare scholieren en het publiek.  Haantjens en zijne vrouw bemerkten het aldra met spijt, en met eene soort van  vernedering vernamen zij het een en ander over hare lichtzinnigheid, wat zij wel  wisten, dat partijhaat overdreef. Maar Angelman zelf  Virginie Loveling, Sophie   403  had de opmerking gemaakt, dat zij volstrekt de terughouding niet besefte, welke het  ",klasse," doen in hetzelfde gebouw aan den meester en de meesteres tegenover elkander  oplegde; dat zij hem, die haar nauwelijks groette, toen zij elkaar in het portaal  tegenkwamen, aanlachte en aansprak, zeker uit naiefheid, zeide hij.  \x91Zonder tact\x92 vond vrouw Haantjens.  De wijnsteker met ouderlijke zachtheid, en zijne echtgenoote wat stroef en kortaf,  deden haar onrechtstreeksche opmerkingen, die echter weinig indruk schenen te  maken; want nadat Haantjens haar eenmaal, zelfs met eene gewisse strengheid,  voorgehouden had, geene aanleiding tot opspraak te geven, had hij haar korts daarop,  luid schaterend en omkijkend, iets op straat aan Eduard Tingels hooren antwoorden.  Hij waarschuwde haar, dat hij het zijnen plicht achtte, als lid der schoolcommissie,  de eerste te wezen ",sjwa,les,secondary,no,abstract,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Loveling.txt,sophie,1885,Loveling,fiction,no_rhyme,Vlaanderen,BE,written,332,19,52,1,2.521138084,1.716003344,0,NA,0,0,0.365384615,0.664259928,0.365384615,0,less_frequent
klas,Amsterdam,224,"  zijn vermoeide  oogen de leden gerood: \x91't Is goed een grooten zoon te hebben.\x92    De mannen die in Amsterdam in deze dagen op den voorgrond stonden, leefden  een fel bewogen leven. Hoe dwingend, alle krachten van geest en lichaam opeischend,  was op eenmaal het bestaan geworden. De oude stad keek neer op een totaal uit de  voegen gerukt leven. Werkeloozen liepen in troepen rond na de plotselinge  bedrijfsstoornis. Armoede, angst voor den komenden winter, wonden de vrouwen  uit het volk op.   En reeds den tienden Augustus vergaderden Craets en Cloese en Hartonius met  andere Amsterdammers tot oprichting van een Koninklijk Nationaal Steuncomit\xE9,  op initiatief van de Koningin, tot leniging van den nood der arbeidende ",klasse,", tevens  om de productie en 't verkeer weer op gang te helpen.   Het scheen nu wel duidelijk dat voor Holland het oorlogsgevaar voorloopig niet  zoo groot meer was - en in Amsterdam keerde na de paniekstemming der laatste  weken de rust weer, al bleef een zware druk, niet alleen om economische redenen  de harten belasten.   Want beangstigend kwamen de berichten over een veldtocht in Belgi\xEB, van een  alles vertrappend, vernielend, met geweldige, schijnbaar onoverwinnelijke middelen  toegerust leger. Die den oorlog van zeventig hadden meegeleefd, dachten terug aan  dien niet te stuiten opmarsch toen van het Duitsche leger dat zich sloot om Parijs.  Er was een onheilspellende vreeselijke dreiging in, nogmaals dien opmarsch te zien  naar Parijs, als ",sjwa,maatschappelijke_stand,secondary,no,abstract,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Boudier-Bakker 1931.txt,klop_op_de_deur,1931,Boudier-Bakker,fiction,no_rhyme,Holland,NL,written,332,20,277,31,2.521138084,2.442479769,1.491361694,NA,0,0,0.365384615,0.664259928,0.664259928,0.365384615,less_frequent
klas,Alkmaar,229,"  andersdenkenden meer met woorden van dwang, dan  van liefde, trachtte te nopen van de hunnen te worden. Dit gaf natuurlijk ergernis,  maar nog altijd geene gevaarlijke; de welgezeten burgers haalden de schouders op  en schudden het hoofd; het volk luisterde en gaf grofheid voor grofheid, en liep  daarna voorbij, totdat eindelijk een ordebroeder der Dominikanen, die met Pauselijke  aflaten rondreisde, in plaats van hier goede zaken te doen, zich botste tegen den  prediker der Lutheranen. De laatste dreef den twist tot eene hevigheid, die beter  pleitte voor zijnen ijver, dan voor zijn oordeel. Daar woorden geen' ingang vonden  bij den Fra noch bij de ultra-Pausgezinden, die hem verdedigden, riep de Lutheraan  zijne leeken van de lagere ",klasse," tot daden op. En van nu af had dit geschil eene  hoogte bereikt, die de Regering noodzaakte den Lutheraanschen prediker hare stad  te ontzeggen, en schoon hij gehoorzamen moest, was het te laat ter bevordering der  rust. De eens opgeruide religiehaat liet zich niet stillen met de verdemoediging van  \xE9\xE9ne partij. De Katholijken, trotsch op hunne zegepraal en gesteund door het openlijk  gezag, hoonden, lasterden, dreigden; de Lutheranen, beschimpt in den persoon van  hunnen voorganger en getergd door een' ongewachten tegenstand, vergolden hoon  met hoon, laster met laster en dreiging met dreiging; de aanzienlijken onder hen, die  zich vroeger niet met de zaak ge-  A.L.G. Bosboom-Toussaint, Het huis Lauernesse    384    moeid hadden, voelden ",sjwa,maatschappelijke_stand,secondary,no,abstract,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Bosboom.txt,lauernesse,1840,Bosboom,fiction,no_rhyme,Holland,NL,written,332,19,52,14,2.521138084,1.716003344,1.146128036,NA,0,0,0.365384615,0.664259928,0.365384615,0,less_frequent
klas,Leiden,231," , een starre wezenloosheid. Daarna, misschien omdat haar ogen  zo slap stonden, begon ze weg te kijken. Nu kijkt ze weer volop. Helemaal is de blik  er nog niet. Waanzin kan ik er niet meer in vinden. De oude lieve brutaliteit...\x92  Hij zat met zijn rug naar het licht. Cornelis, tegenover hem, zag door de open  deuren de verwilderde voorjaarstuin waarin zoveel had gebloeid, jaren geleden, dank  zij Jets zorg. Hij was verdrietig en ergerde zich. Kon Liselotte dan  Alfred Kossmann, Geur der droefenis   298  niets? Ze hing op de sofa, een zonnebril op, het hoofd naar Thomas gericht, en zweeg.  Mijn god, ze was eenendertig, en hij had haar het liefst weggestuurd, zoals je een  kind de ",klas," uit stuurt, met een honende zin: \x91Liselotte, ik geloof dat we genoeg van  je gezelschap hebben genoten. Ga maar eens een half uur op de gang staan.\x92 Ze zat  daar, in de onverzorgde stoffige kamer, een lijzige luie vrouw. Waarom beweerden  de mensen dat ze mooi was? Hij had nooit iets aan haar gevonden, ook niet vroeger,  toen ze jong meisje was en hij in zijn po\xEBtisch verliefde jaren. Ze leek veel jonger  dan Annemarie al was ze bijna even oud, zeker nu Annemarie weer zwanger was,  van het derde kind, hem op een nacht afgebedeld, een lieve herinnering. Hij was moe  van het schooljaar, hij zag op tegen de zomer van bevalling, gekrijs, ",apocope,klaslokaal,secondary,no,concrete,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Kossmann 1980.txt,geur_der_droefenis,1980,Kossmann,fiction,no_rhyme,Holland,NL,written,332,20,277,33,2.521138084,2.442479769,1.51851394,NA,0,0,0.365384615,0.664259928,0.664259928,0.365384615,less_frequent
klas,Amsterdam,219,"  wel erger was met Mademoiselle al zei ze ook, dat het nog  al ging. - H\xE8, kon ze den dokter nu maar roepen - Claar ging naar de keuken en vroeg  aan Rika, de meid, of ze er nog eens bij Mademoiselle op aan zou dringen, dat er  een boodschap naar den dokter werd gestuurd - en ging daarna zeer bezorgd naar  school.  Daar was het ook niet vroolijk. De meisjes moesten allen op hun plaatsen gaan  zitten werken en er werd voortdurend toezicht gehouden, dat niemand sprak. Voordat  de les begon kwam juffrouw van Dichtmar binnen, om hun te zeggen, dat het  voorloopig verboden zou zijn, om voor schooltijd en tusschen de lessen te spreken  of door de ",klas," te loopen.  Nu, dat was een somber geval en voor Claar, die toch al zoo ongelukkig was,  scheen het nog dubbel erg.  De morgen duurde haar dan ook verschrikkelijk  A. Jowal, Claartje   67  lang; ze dacht maar steeds aan haar lieve zieke thuis en vroeg zich af hoe die het nu  wel maken zou en of 't niet erger zou zijn geworden.  Om twaalf uur vloog ze naar huis, zonder op de anderen te wachten. In de  Oranjestraat gekomen, was het eerste, wat ze zag, het dokterskoetsje. Aan \xE9\xE9n kant  was ze er blij om, het was veel geruster, als de dokter kwam, maar aan de anderen  kant dacht ze ook, nu is het zeker niet ",apocope,klaslokaal,secondary,no,concrete,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Jowal 1906.txt,claartje,1906,Jowal,fiction,no_rhyme,Holland,NL,written,332,20,277,33,2.521138084,2.442479769,1.51851394,NA,0,0,0.365384615,0.664259928,0.664259928,0.365384615,less_frequent
klas,Arnhem,189,"  doen.  Dadelijk uitroepen van bewondering. \x91Neen maar Greet, wat heb je nu een beeldig  kraagje aan!\x92  \x91Snoezig h\xE8, gisteren van moeder gekregen.\x92  Leuk, om op school je mantel uit te trekken en je door allen te laten bewonderen.  En Greet werd bewonderd. Alle meisjes van de klas beweerden, dat het 't mooiste  kraagje was, dat ze ooit gezien hadden.  W. Blomberg-Zeeman, Langs een omweg   45  V\xF3\xF3r de gymnastiekles raadde een der meisjes: \x91Greet, doe je kraagje af. Vraag, of  de juffrouw het voor je bewaart.\x92  \x91't Is niet van goud en ik ben geen klein kind,\x92 zei Greet. Goed voor een kleuter  uit de eerste ",klas," om je mooie spullen aan de juffrouw ter bewaring te geven. Ze kon  er heusch wel zelf op passen.  \x91We hebben openlucht,\x92 werd er geroepen.  \x91Greet, als je je mooie kraagje maar niet verliest,\x92 waarschuwde er weer een.  \x91Wat het huis verliest, geeft het huis weer,\x92 grapte Greet. Vervelend, hoe die  kinderen zich met alles bemoeiden.  \x91Korfballen, meisjes,\x92 commandeerde de gymnastiek-onderwijzeres. \x91Fijn,\x92 vond  Greet. Ze was een kei in 't korfballen. Spoedig was ze er dan ook geheel in. Ze vergat  alles om zich heen. Moe en warm viel ze eindelijk op een der banken neer. \x91Allemaal  vijf minuten rusten,\x92 riep de juffrouw. De ",apocope,leerjaar,secondary,no,abstract,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Blomberg 1924.txt,langs_omweg,1924,Blomberg,fiction,no_rhyme,Oost,NL,written,332,20,277,46,2.521138084,2.442479769,1.662757832,NA,0,0,0.365384615,0.664259928,0.664259928,0.365384615,less_frequent
klas,Leiden,338,"  lok  zwart haar over vallen die tot aan de rand van zijn bril reikte, een oude bril met  hoornen rand en een goudkleurige neusbrug, maar het rechterglas hing uit het lood.  Het gezicht, hinderlijk onvolgroeid, met een knobbelige neus en een heldere kin,  was ernstig hoewel tics en een nerveuze grijns het voortdurend in beweging hielden.  De jongen was lang, mager, houterig van beweging. Hij heette Thomas Rozendal.  Hij verwijderde zich van de wieg. Een tweede jongen boog zich erover en zei: \x91Je  zult nog een lange weg moeten gaan voor je mislukt bent.\x92  Hij leek ouder dan Thomas Rozendal, ouder dan hij was, een eerstejaars student  in plaats van een gymnasiast uit de vierde ",klas,". Zijn grijze lange broek had een vouw,  zijn jasje van donkerder grijs bolde maar weinig bij de ellebogen, zijn blauwe  overhemd en zijn witte boord waren schoon. Hij had blond, krullend, goed gekamd  haar. Zijn lange gezicht was door de hoek tussen het rechte voorhoofd en de sterke  neus mooi, mannelijk ondanks de kleine mond en kin. Hij heette Peter Oldewei.  Met duidelijke pas ging hij opzij. Een derde jongen boog  Alfred Kossmann, Geur der droefenis   10  zich over de wieg en zei: \x91Pas als je tachtig bent, helemaal dement, zul je weer even  wijs zijn als nu.\x92 Het klonk onbedoeld lief.  De jongen, veel kleiner dan de anderen, zag er clownesk uit, gekleed in een ",apocope,leerjaar,secondary,no,abstract,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Kossmann 1980.txt,geur_der_droefenis,1980,Kossmann,fiction,no_rhyme,Holland,NL,written,332,20,277,46,2.521138084,2.442479769,1.662757832,NA,0,0,0.365384615,0.664259928,0.664259928,0.365384615,less_frequent
klas,Amsterdam,164,"  handen geven en  begroetingen: \x91Heb je veel plezier gehad?\x92 - \x91Ja, dol, jij ook?\x92 - \x91Waar ben je ook  weer naar toe geweest?\x92 - \x91Dank je wel voor je ansichten,\x92 enz. enz. Tot eindelijk de  bel luidde. Ieder mocht voor den eersten morgen gaan zitten naast wie ze wilde; geen  wonder, dat D\xE9 en Claar naast elkaar kropen - later op den dag kregen ze ieder een  andere plaats. De morgen ging bijna geheel om met boeken nazien, lessen opgeven  en bespreken voor volgende dagen, zoodat die eerste schooldag nog al niet te zwaar  was.  A. Jowal, Claartje   114  Veertiende hoofdstuk.  In de nieuwe klas.  Spoedig echter werd het drukker. In de zesde ",klas," kregen ze voor het eerst les in  Duitsch; dat was erg moeilijk in het begin met al die vreemde letters en die moeilijke  woorden. Dan kregen ze ook voor ieder vak veel meer te leeren, zoodat er nu 's  avonds niet zooveel tijd overschoot voor wandelen.  Maar een les was er in de week, waarmee ze zich zeker niet vermoeiden, nl.  dierkunde, die ze kregen van dien bewusten meester, van wien ze al dikwijls gehoord  hadden, dat je zooveel pret bij hem kon maken. Toen ze dan ook den eersten keer  les van hem zouden hebben, verheugden ze er zich allen dol op. Hoe zou het wel  gaan? En hoe zou hij er wel uitzien? Ze hadden ",apocope,leerjaar,secondary,no,abstract,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Jowal 1906.txt,claartje,1906,Jowal,fiction,no_rhyme,Holland,NL,written,332,20,277,46,2.521138084,2.442479769,1.662757832,NA,0,0,0.365384615,0.664259928,0.664259928,0.365384615,less_frequent
klas,Leiden,86,"  zo te  zien, wel aardig\x92.  \x91En moest jij ook je hand in je broekzak houden?\x92  \x91Nee, zo erg was het bij mij niet, maar ik vond het wel erg leuk om in die armsgaten  te kijken. Liesbeth is reuze knap om te zien\x92.  \x91Ja, dat vertelde je. Dus al die kereltjes kijken hun ogen uit en kletsen er aldoor  over en zo?\x92  Er kwam nu een jongensachtige gretigheid over hem, alsof het onderwerp nu pas  interessant ging worden. Ik vertelde hem over de grote jongens en de bij de  gematigden als \x91vieze meiden\x92 bekend staande meisjes, dat ze voelspelletjes met  elkaar deden, gierden en gilden, en in de ",klas," gebarentaal wisselden. Nol wilde er  alles van weten. Ik verhaalde hem ook over mijn laatste ontdekking, dat een paar  boerenjongetjes en -meisjes vadertje en moedertje speelden ergens in het hoge gras  van een berm; \xE9\xE9n meisje had haar jurk en onderjurk een eind omhoog getrokken,  en de twee andere meisjes lagen met hun rokjes gewoon rechtuit, een beetje wijdbeens  onder hun vriendje, die zijn onderlijf intensief tegen dat van zijn meisje wreef en erg  rood werd in zijn nek.  \x91En hoe oud was dat stel?\x92  \x91Van mijn leeftijd, iets ouder misschien?\x92  \x91En ze maakten niets open of los?\x92  Han B. Aalberse, De liefde van Bob en Daphne   92  \x91Nee, ",apocope,groep_leerlingen,original,no,abstract,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Aalberse 1955.txt,liefde_bob_daphne,1955,Aalberse,fiction,no_rhyme,Holland,NL,written,332,20,277,123,2.521138084,2.442479769,2.089905111,NA,0,0,0.365384615,0.664259928,0.664259928,0.365384615,most_frequent
klas,Arnhem,341,"  het hier. \x91De Munt,\x92 weder  daar.   \x91Meheer....?\x92 zei de nieuwsgierige man, terwijl hij Gijs in de oogen zag.   \x91Ik?\x92 zei Gijs vreemd opziende, \x91noar de karmis, is 't niet voader?\x92    Al de passagiers lachten, behalve drie of vier, die op de beurs moesten zijn.   \x91Ziede1) gek, jong,\x92 grinnikte Gerrit, \x91nee kameroad,\x92 vervolgde hij tot den  conducteur: \x91noar 'n lozement.\x92    \x91Welk H\xF4tel?\x92 was de vraag. \x91Eerste, tweede, derde, vierde, vijfde klasse; Rondeel,  Doelen, Munt, of mot j'in de Nes?\x92    Of Gerrit aan die derde dacht, waar hij eerst met Gijs had gezeten, in tegenstelling  van die eerste ",klasse," zijner verbeelding, waar hij naast Nathan een plaats had  bekomen; wij weten het niet, maar zeker is het, dat hij huiverde op 't denkbeeld van  die vijfde klas, en 't antwoord was dan ook aanstonds gereed: \x91Erste klas man, erste  klas.\x92    De met menschen gevulde pijpenlade kwam in beweging, en onze boeren, die  meister wel is van de radbroakmassinie hadden heuren spr\xEAken, meinden: dat  zoo'n eumius 'n radbroakmassinie op roaijen was.   \x91Vieux Doelen!\x92 riep de livereiknecht van den ondernemer der omnibussen, terwijl  hij tegen den nevenman van 't portier, glimlagchend een knipoogje trok. - De kast  hield stil, en Gerrit en Gijs werden gewenkt om uit te stappen.   Hoe ze door al ",sjwa,rangorde,secondary,no,abstract,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Cremer.txt,betuwsche_novellen,1860,Cremer,fiction,no_rhyme,Oost,NL,written,332,19,52,8,2.521138084,1.716003344,0.903089987,NA,0,0,0.365384615,0.664259928,0.365384615,0,less_frequent
klas,Amsterdam,11,"  een advocaat liet hij zich te veel in  met iemand die deurwaarder was en al aanstonds berucht om ontzettende hardheid  tegenover debiteuren. Maar Stroom-  F. Bordewijk, Karakter   89  koning, zelf van heel kleinburgerlijke afkomst, voelde dat zoo niet. Zijn vader was  waterklerk geweest, het kon hem niet schelen intiem te zijn met een deurwaarder,  zeker niet met iemand als Dreverhaven. Zoo deden zij samen zaken, dikwijls buiten  de eigenlijke praktijk, zuiver gokzaken, waarbij zij veel wonnen en veel verloren.  Ook beviel hem Dreverhavens gemis aan scrupules, hij was zelf weinig scrupuleus.  Zijn kantoor was groot geworden en stond in aanzien, maar het aanzienlijke lag toch  meer in de grootte dan in het gehalte. Tot de advocaten van allereerste ",klas," behoorde  hij niet en zou hij nooit behooren. De balie wist het, ze zou hem in den raad van  toezicht nooit kiezen. Hij wist het en zei:  \x96 Allemaal jaloezie van lui die ik boven het hoofd ben gegroeid.  Hij zei:  \x96 Ik zou wel eens lust hebben na te gaan welke cli\xEBnten die vroeger bij dien of  dien waren nu op mijn rol voorkomen.  Overigens was hij inderdaad niet iemand die eer nastreefde, hij wou werken en  verdienen. Hij werkte hard en verdiende daaraan overeenkomstig. En hij was met al  zijn confr\xE8res goed, men mocht graag de bonhommie en den eenvoud van zijn  optreden.  F. Bordewijk, Karakter   90  Het eerste jaar  Katadreuffe was in ",apocope,rangorde,secondary,no,abstract,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Bordewijk 1938.txt,karakter,1938,Bordewijk,fiction,no_rhyme,Holland,NL,written,332,20,277,19,2.521138084,2.442479769,1.278753601,NA,0,0,0.365384615,0.664259928,0.664259928,0.365384615,less_frequent
klas,Amsterdam,218,"  ze aan een vluchtig onderzoek. En nieuwsgierig  bleven de jongens wachten, om te zien, of hun teeken-leeraar tevreden was met de  verkregen resultaten. Zij zagen, hoe hij vlug de eene teekening na de andere bekeek,  soms met een goedkeurend of medelijdend hoofdknikje, dan weer met prijzend of  afkeurend geluid. Toen, in-eens, zagen ze zijn gelaat zich tot een vroolijken lach  plooien. Hij hield een van de teekeningen voor  Jan Feith, De avonturen van Flip en zijn speurhond   115  zich uit, keek er blijkbaar met welgevallen naar; daarbij hoorden ze hem hard-op  zeggen:  - \x91Heel goed!... Bepaald aardig!... Leuk bedacht en knap geteekend!\x92  Vervolgens hield hij de examen-teekening omhoog, om ze aan de heele ",klas," te  laten zien. En al de jongens moesten schateren van de lachpret!... Want wat zagen  ze daar?... Een herinnering aan hun Fransch examen-uur, met het moeilijke dict\xE9e  over den politie-hond!... Daar zat de politie-hond zelf, boven-op hun eigen  schoolbank... En waarachtig! die hond hield een papier in de hand!... Zoo geleek het  beest, dat het dict\xE9e in zijn pooten omhoog hield, bijna op hun Franschen leeraar.  Er was geen enkele jongen, die jaloersch was op den vervaardiger van deze  teekening. Natuurlijk was dit de beste van \xE0l de examen-teekeningen!... Maar ze  wilden toch wel weten wie de teekening gemaakt had?  Hun teeken-leeraar was zelf ook nieuwsgierig ",apocope,groep_leerlingen,original,no,abstract,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Feith 1943.txt,avonturen_flip_speurhond,1943,Feith,fiction,no_rhyme,Holland,NL,written,332,20,277,123,2.521138084,2.442479769,2.089905111,NA,0,0,0.365384615,0.664259928,0.664259928,0.365384615,most_frequent
