Lemma,Locatie,NR,Left,Token,Right,Variant,Meaning,Original_meaning,Metaphor,Concreteness,Century,Source,Title,Date,Author,Genre,Rhyme,Region,Land,Corpus,Register,Prose_play,Freq_lemma,Century_fact,Freq_lemma_century,Freq_meaning,logFreq_lemma,logFreq_lemma_century,logFreq_meaning,percentage_syncope_16,percentage_syncope_17,percentage_syncope_18,percentage_syncope_19,percentage_syncope_20,percentage_syncope_century,lag_variation,Freq_meaning_cat
heide,Antwerpen,141,"  gaen vragen, om het beeld aen den  lindenboom ook zulke kroon van zeven starren te maken. En als wy in ons leven het  kunnen doen, zal het beeld ook een kleed met gouden bloemen hebben. - Laet ons  nu maer wat beter voortstappen voor dat de zon omhoog ga; en neem den stok, want  het voetpad wordt smal en hobbelig. Ik geloof dat wy verloren geloopen zyn met dit  vertellen.\x92    \x91Trien lief, gy moet op de baen letten; want myne kni\xEBn beginnen al te vermoeijen:  ik voel wel dat ik vandaeg geene tien uren verre zal kunnen gaen.\x92    \x91Zyt niet bekommerd, Jan\x92 antwoordde het meisje, hare stappen vertragende \x91op  eene vlakke ",heide,", gelyk deze, komt men immers altyd ten regte...... en ik zie ginder  heel wyd twee torens staen. Moll en Balen, gelyk men ons dezen morgen heeft  gezegd.\x92    \x91Hoeverre zyn ze wel verwyderd, Trien?\x92    \x91Zeker wel anderhalf uer. Zult gy dezen morgen nog zoo verre kunnen gaen?\x92    \x91Ja, met onderwege nu en dan eens te rusten.\x92    Hendrik Conscience, De loteling     115    \x91Dan moet gy het maer zeggen, als gy moede zyt. Wy zullen nu we\xEAr wat zwygen,  of anders zyt gy nog al vroeger ten einde.......\x92    De zon was intusschen reeds hoog boven de kimme gerezen en begon haer licht als  een vuerstroom over de heide te storten. De ",de,veldsoort,original_meaning,literal,concrete,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Conscience.txt,loteling,1851,Conscience,fiction,no_rhyme,Brabant,BE,DVO,written,Fictional prose,87,19,42,41,1.939519253,1.62324929,1.612783857,NA,0,0,0.166666667,0.710526316,0.166666667,0,meest_frequent
heide,Rotterdam,321,"  en een klappertjes-pistool, een eind  ijzeren ketting en een kinderrateltje, een paar blikken deksels en zelfs had een der  jongens zijn viool meegenomen.  Om half acht waren de jongens bij de grot.  Hans gaf ieder der jongens een plaats tusschen struiken en boomen. Daarop reikte  hij het pakje, dat hij onder den arm had, aan Albert de Hooge over en fluisterde hem  nog een paar woorden toe. Toen ieder zijn plaats had  Chr. van Abkoude, Instituut Sparrenheide   144  en Albert in de Grot was gegaan, wandelde Hans wat op en neer en drukte allen  nogmaals op het hart, zeer stil te zijn. Om acht uur werd het ai aardig duister in het  bosch, hoewel het op de ",heide," nog vrij licht was.  Hans wachtte, wachtte, en eindelijk zag hij Bunze aankomen.  \x91Goedenavond, Bunze,\x92 riep Hans hem reeds op een afstand toe, zoodat nu tevens  alle samenzweerders wisten, dat de veldwachter er was.  \x91Ben je maar all\xE9\xE9n?\x92 vroeg Bunze.  \x91Ja, er was geen denken aan, dat de anderen m\xE9\xE9 mochten. Mijn vader wilde het  niet hebben. Maar ik mocht wel eens gaan kijken naar de drie boschgeesten. Vader  heeft mij echter gezegd, dat ik heel erg voorzichtig moest zijn. Als men maar niet  omkijkt en steeds rechtdoor loopt, kunnen zij geen kwaad doen. Maar wanneer men  omkijkt is men voor goed verloren. Dat zei Vader.\x92  ",de,veldsoort,original_meaning,literal,concrete,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Van Abkoude 1917.txt,instituut_sparrenheide,1917,Van Abkoude,fiction,no_rhyme,Holland,NL,DVO,written,Fictional prose,87,20,38,36,1.939519253,1.579783597,1.556302501,NA,0,0,0.166666667,0.710526316,0.710526316,0.166666667,meest_frequent
heide,Antwerpen,92,"  gy zult zeker genezen; want de goede heer heeft het verzekerd.....  Wat zullen zy altemael verwonderd staen zien, als wy daer zoo, gelyk barons, komen  aengereden in eene schoone koets!\x92    \x91Wy zullen over Gierle en Wechel-ter-Zande ryden\x92 zegde de knecht \x91en zoo op  Zoersel. Daer zult gy my den weg moeten wyzen. - En nu gaet het erop aen!\x92    Hy gaf het moedig peerd den toom en riep:   \x91Hopla, Marengo, voorwaerts! Marsch!\x92    Het stof der baen vloog als eene wolk in de hoogte: het rytuig verdween welhaest  tusschen de eerste huizen van het dorp.   Hendrik Conscience, De loteling     145    VIII.  Op zekeren dag dat ik, in volle eenzaemheid, over de ",heide," dwaelde, en in myn  binnenste de dichterlyke indrukken der stille natuer verzamelde, ontstond er een  onweder op de westerkimme.   Het is iets wonderbaers, dikwyls iets ontzaggelyks, in den heeten zomer op eene  vlakte te zyn, wanneer tegen den onbegrensden hemel de bliksemzwangere dampen  langzaem tot orkaenwolken samenronnen. Men zou zeggen, dat een doodsche angst  de natuer plotselings komt bevangen; de zon verbleekt en schynt met flauwen  schemer; de lucht wordt stikkend en verengt de borst des menschen; de dieren vlugten  weg en verduiken zich met benauwdheid; de bi\xEBn schieten als   Hendrik Conscience, De loteling     146    pylen door de ruimte om hare korven te bereiken; het loof der boomen rust, de wind  houdt zynen adem op; de kleine ",de,veldsoort,original_meaning,literal,concrete,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Conscience.txt,loteling,1851,Conscience,fiction,no_rhyme,Brabant,BE,DVO,written,Fictional prose,87,19,42,41,1.939519253,1.62324929,1.612783857,NA,0,0,0.166666667,0.710526316,0.166666667,0,meest_frequent
heide,Antwerpen,58,"  ure, Mevrouw\x92 antwoordde Trien, met waren honger  de spyzen nuttigende \x91ik heb sedert al zeven uren gegaen; maer nu dank ik den milden  God nog in al myn verdriet, omdat hy u zoo goed gemaekt heeft, Mevrouw.\x92    Hendrik Conscience, De loteling     90    Lang betuigde Trien haren dank en lang nog troostte de edelmoedige Vrouw haer  met zoete zusterlyke woorden; - want de officier bleef wel gedurende twee uren weg.  Trien had hare gansche geschiedenis reeds verteld, en liefderyk gesproken van het  schoone, het beminde Kempenland, waer geest en hart zuiver zyn als de lucht der  zandige vlakte; waer elk gevoel der ziel omwasemd blyft met den geur van eenvoud  en regtzin, gelyk het eeuwig gebloemte der ",heide,", dat elken morgen zich in  balsemdampen baedt.....   De Vrouw vond een innig behagen in dit boerenmeisje, wier tael, hoe ongekunsteld  ook, een fyn begryp en een ryk begaefd hart verrieden. Meer dan eens had Trien haer  gemoed getroffen en hare oogen van ontroering doen glinsteren.   Terwyl zy nu daer wachtende zaten, en spraken over het zuivere landleven, was  de officier de poort binnen getreden en met den sergeant tot de blindenkamer  opgeklommen. Na eenig verwylen tusschen die ongelukkigen, daelde hy den trap af  tot op den voorhof. Jan volgde hem met den ransel op den rug en eenen gaenstok in  de hand; de sergeant leidde hem tot voor de deur der wooning des officiers. Hier  vatte deze ",de,veldsoort,original_meaning,literal,concrete,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Conscience.txt,loteling,1851,Conscience,fiction,no_rhyme,Brabant,BE,DVO,written,Fictional prose,87,19,42,41,1.939519253,1.62324929,1.612783857,NA,0,0,0.166666667,0.710526316,0.166666667,0,meest_frequent
heide,Antwerpen,154,"  vertrekken. Het zal nu reeds  donker zyn, eer wy by de hoeve geraken waer ik over vier dagen geslapen heb. Sta   Hendrik Conscience, De loteling     108    op, en kom nu maer vrolyk voort. Ik wil van deze zaek niet meer hooren spreken:  wat gezegd is blyft gezegd. Laet ons nu van andere dingen klappen.\x92    Zy laedde den ransel op haren rug, reikte den stok aen Jan, en beide stapten in  stilte doch met opgeruimd gemoed over de heide voort.   Hendrik Conscience, De loteling     109    VI.  Sanderendaegs by het krieken van den dag, was Trien alweder op de baen, met den  ransel op den rug en den blinden soldaet achter haer.   Het gras der kanten en de kruiden der ",heide," glinsterden in de eerste  zonneschemering, als waren zy met diamanten bestrooid geweest, terwyl de spelden  der masteboomen, door den dauw bevochtigd, zich vertoonden als met mat zilver  overtogen. In het Oosten glanste de kimme van purper en goud; tegen de verre  bosschen klom de nachtelyke damp in de hoogte en zweefde daer, tusschen hemel  en aerde. Het vogelenkoor was ontwaekt en vervulde de   Hendrik Conscience, De loteling     110    lucht met eenen regen van heldere toonen; de wakkere honingbie fladderde zingend  over de thymbloemen; de vrolyke dierkens - kevers, vlinders, krekels - vlogen en  dartelden in het ronde: alles lachte by het aenbreken van den schoonen dag, alles  juichte by de komst van het jonge licht!   Ook het goede meisje geraekte, ",de,veldsoort,original_meaning,literal,concrete,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Conscience.txt,loteling,1851,Conscience,fiction,no_rhyme,Brabant,BE,DVO,written,Fictional prose,87,19,42,41,1.939519253,1.62324929,1.612783857,NA,0,0,0.166666667,0.710526316,0.166666667,0,meest_frequent
heide,Antwerpen,535," . Neen, neen, het is de duivel  der vertwyfeling en des haets niet, die ze insprak. De natuer, in hare onbesmette  frischheid, heeft ze te samen geweven uit eene ootmoedige stof, waerin slechts hier  en daer eene zuivere peerl der menschelyke ziele glinstert. Om ze te genieten mag  men niet gansch onttooverd zyn; zy treffen slechts de allerfynste snaren des harten:  die brooze vezels van levenslust, van liefde tot God en tot den evenmensch, welke  het eerst door de wryving van baetzuchtig zwoegen, verrotten en breken.   Aldus, lezers en lezeressen, indien ik hier de belofte doe, u de geschiedenissen te  vertellen, welke ik by den haerd   Hendrik Conscience, De loteling     11    der oude afspanning heb afgeluisterd of op de ",heide," zelve heb gezameld, verwacht  u slechts op de getrouwe afspiegeling van de stille zeden der heidebewooners - en  weest toegevend voor my, die, tot uw vermaek, uit zulke geringe stoffe een gansch  boek wil poogen te schryven.  U, vlaemsche vrienden, wordt, in dit verhael van den LOTELING, de eerste bloeme  uit het kransken aengeboden. Moge uw goedjongstig onthael myne belooning worden  en my aenmoedigen om mettertyd myne belofte gansch te vervullen!   Hendrik Conscience, De loteling     13    De loteling.   I.  De jongste lentezon stond in vollen luister op hare blauwe hemelbaen te glansen. Als  ware zy het majestatisch gelaet der Godheid die, met aenlachenden blik, het  geschapene toeroept: \x91Op! op! de winter is gedaen, herleeft en weest vrolyk voor  ",de,veldsoort,original_meaning,literal,concrete,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Conscience.txt,loteling,1851,Conscience,fiction,no_rhyme,Brabant,BE,DVO,written,Fictional prose,87,19,42,41,1.939519253,1.62324929,1.612783857,NA,0,0,0.166666667,0.710526316,0.166666667,0,meest_frequent
heide,Amsterdam,305," .   \x91Hoe slecht kunnen ze mekaar missen,\x92 dacht zij.   \x91Kom moeder, stel u nu maar eens tevreden met uw oude Jetje tot de warmte  voorbij is.\x92    Annette knikte. Haar anders zoo scherpe ooren overhoorden den gebarsten toon  in Jetjes stem. Al drie dagen liep zij vergeefs naar de bus....   \x91Ik wou dat deze heele zomer voorbij was.\x92    \x91Zelfs met Fritsje in de buurt??\x92    \x91Ach....\x92    Ina Boudier-Bakker, De klop op de deur     635    Meer dan in Amsterdam hinderde haar hier Frits' onnatuurlijk leven. En ieder keer  dat zij hem het hek zag binnenkomen met zijn slap hemd en liggenden boord, dacht  zij: een werkman.   Dikwijls wandelde zij over de ",hei," naar hem toe. Een hond en twee katten lagen  in de hut - een tamme kraai hupte er rond - langs de wanden van den grond stapelden  zich de boeken op.   Hij werkte aan een serie artikelen voor De Gids. Iederen dag ook kwam hij bij  Philip, die verlangend op hem lag te wachten. Frits met zijn zacht begrip voor alle  lijden, probeerde zijn mis\xE8res niet weg te praten.   Als hij weer terugging bracht Jetje hem soms.   Dezen keer zei hij: \x91Doe het niet; je bent moe.\x92    \x91Neen ik ben niet moe.\x92    Hij zag haar plotseling scherp turen: op den weg kwam een man aan. De post.   \x91Wacht,\x92 zei ze; en ",de_apocope,veldsoort,original_meaning,literal,concrete,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Boudier-Bakker 1931.txt,klop_op_de_deur,1931,Boudier-Bakker,fiction,no_rhyme,Holland,NL,DVO,written,Fictional prose,87,20,38,36,1.939519253,1.579783597,1.556302501,NA,0,0,0.166666667,0.710526316,0.710526316,0.166666667,meest_frequent
heide,Antwerpen,106,"  hutten - vormden sedert lange jaren slechts een  enkel huisgezin, zich wederzydsch beminnende en zich helpende waer het nood gaf.  Jan en zyn os werkten ook op het veld der arme weduwe; Trien haelde ook het voeder  voor den os, en ging weeden en hielp oogsten voor hare geburen, zonder dat ooit in  deze lieden het gedacht ontstaen ware, om te berekenen wie het meest voor de anderen  had gedaen.   Eenvoudig, onwetend van alles wat daerbuiten onder den zwoegenden  menschenzwerm omgaet, leefden zy te   Hendrik Conscience, De loteling     15    vrede met het stuk roggenbrood dat God hun gegund had. Hunne wereld had enge  grenspalen: langs de eene zyde het dorp en zyn ootmoedig kerkje, langs de andere  de onmeetbare ",heide," en de grenslooze kimme.   En nochtans, alles lachte en zong in en rond de eenzame wooning: er was vreugde  en genot in ruime mate, en niemand dezer arme lieden zou zyn lot tegen een schynbaer  beter verwisseld hebben.   Het was omdat de liefde met hare gulde tooverroede ook hier de woesteny  verlevendigd had. Jan en Trien - zy wisten het niet - beminden elkander met dit  onuitgesproken en schuchter gevoel, dat het hart kloppen doet by het minste teeken;  dat het voorhoofd kleurt by het minste woord; dat het leven verandert in eenen langen  droom, blauwen hemel vol glinsterende starren des geluks, en onmeetbaer diep, als  moeste het menschenhart eeuwig blyven gelyk de eerste liefdezucht - kuische wierook  der ziel - ",de,veldsoort,original_meaning,literal,concrete,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Conscience.txt,loteling,1851,Conscience,fiction,no_rhyme,Brabant,BE,DVO,written,Fictional prose,87,19,42,41,1.939519253,1.62324929,1.612783857,NA,0,0,0.166666667,0.710526316,0.166666667,0,meest_frequent
heide,Amsterdam,248,"  van Ferdinand Huyck   97  groeiend geboomte, geen vruchtbare bouwlanden, geen landhoeven meer: aan  weerszijden een dorre, wijduitgestrekte heide, over welke het uitzicht ten Noorden  op enkele bosschen kreupelhout, en ten Zuiden op het donkere groen der 's  Gravelandsche lusthoven stuit. Ik kon niet nalaten van, zoo dikwijls ik den blik naar  deze laatste zijde sloeg, een vergelijking in te stellen tusschen de woestenij, welke  ik doortrok, en dien, slechts een uur of anderhalf van mij gelegen, Oasis, waar de  Amsterdamsche rijkdom al zijn weelde en schatten ten toon spreidt. \x91Voorwaar!\x92  dacht ik, \x91mijn goede tante van Bempden, die ginds haar buiteplaats altijd vol gasten  heeft, denkt thands weinig, dat haar neef hier eenzaam door de ",heide," kuiert... ik  ben ook wel dwaas geweest, dat ik haar niet geschreven heb: de goede vrouw had  mij zeker haar koets te Amersfoort gezonden, en dan was ik vrij wat meer op mijn  gemak en vrij wat rojaalder de provincie binnengekomen;.. maar dan had ik ook  Henri\xEBtte Blaek niet ontmoet.\x92 -  Het hoofd alzoo vol hebbende van Henri\xEBtte Blaek, van mijn tante van Bempden,  van Andries en van de rooversbende van Zwarte Piet, kwam ik langzamerhand  verder. De grond langs den weg, hoezeer nog altijd dor en zandig, droeg, naarmate  ik de vesting naderde, eenige meerdere sporen van bebouwing: hier en daar vond  ik een versch ontgonnen hoekje, en nu en dan kleine kampjens met ",de,veldsoort,original_meaning,literal,concrete,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Huyck.txt,lotgevallen_huyck,1840,Huyck,fiction,no_rhyme,Holland,NL,DVO,written,Fictional prose,87,19,42,41,1.939519253,1.62324929,1.612783857,NA,0,0,0.166666667,0.710526316,0.166666667,0,meest_frequent
heide,Amsterdam,338,"  gebracht heb.\x92 -  - \x91Ik herinner mij niets van uwe waarschuwingen, Tantelief!\x92 -  - \x91Niet! weet gij ons gesprek niet meer op het strand, eer wij Lodewijk Blaek  ontmoetten? Toen zeide ik immers reeds: \x93zet dat uit uw gedachten.\x94 Maar goeden  raad vergeet men gaauw.\x92 -  Nu herinnerde ik mij dit gesprek zeer wel; ofschoon ik die enkele woorden, bij die  gelegenheid aan Tante ontvallen, niet zwaar geteld had; dewijl zij geene redenen  ter waereld had aangevoerd, om aan haar advies eenigen klem bij te zetten. Ik vond  echter beter, ook dit punt te laten rusten, en, na een haastig ontbijt gebruikt te  hebben, spoedde ik mij naar stal, zadelde den bruin en draafde de ",heide," over en  den weg op naar de mij te wel bekende boerderij.  Ik vond ook daar geene geringe drokte. Overeenkomstig de bevelen van Tante  was men er bezig met latten te slaan, die van boom tot boom liepen en waarover  zeildoek gespannen moest worden om een tent  Jacob van Lennep, De lotgevallen van Ferdinand Huyck   279  te vormen, in welke het gezelschap den volgenden dag zoude onthaald worden en  tegen de ongestadige luimen van het najaarsweer beveiligd zijn. Na aan den  opzichter over dit werk den wil van Tante, gelijk ik dien op de medegebrachte lijst  vond uitgedrukt, nogmaals herhaald, en mij overtuigd te hebben, dat de man haar  bedoelingen volkomen begrepen had en geheel niet van plan ",de,veldsoort,original_meaning,literal,concrete,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Huyck.txt,lotgevallen_huyck,1840,Huyck,fiction,no_rhyme,Holland,NL,DVO,written,Fictional prose,87,19,42,41,1.939519253,1.62324929,1.612783857,NA,0,0,0.166666667,0.710526316,0.166666667,0,meest_frequent
heide,Utrecht,90,"  voor  mij: maar zij lagen in eene onveranderlijke rust; de eenzaamheid, die 'er heerschte,  werd zelden anders, dan door eenen Indiaanschen visscher of jager, die hier zijne  navorschende treden zet, of door het gevogelte, dat hier de vruchten deezer boomen  komt afeeten, gestoord: en ik bejammerde de nutlooze ledigheid van deeze gronden,  die den welvaart van zoo menig mensch, door eene ijverige bearbeiding, zouden  kunnen bevoorderen: 'er kwamen mij nog verscheidene Ossiaansche tekeningen voor  den geest; eenzaame boomen, trillende struiken, schuddende distels, bruisschende  stroomen, huilende winden, met welke die sombere Dichter zoo toverachtig op zijne  lezers werkt, zag ik hier voor mij, en deeze  Elisabeth Maria Post, Reinhart, of natuur en godsdienst   116  savaanvelden werden eene schotlandsche bergachtige ",heide,"; doch, met alle die  begochelingen mijner verbeelding, hebt gij eigenlijk niet te doen: ik moet waarheid  aftekenen, en ben blijde dat ik u allengs bij vrolijker tooneelen kan langs leiden; doch  tusschen beiden moet gij u mijn persoon nog een paar uuren in eene leezende gestalte  verbeelden, in een' boek dat mij de doodsche eenvormigheid van het voorige gezicht  vergeeten deedt - eindelijk naderden wij de meer bebouwde landen, daar menschlijke  vlijt, orde en vruchtbaar leven geplant had; een Suiker- of Indigo-plantage lag hier  en gints op eenen niet verren afstand van elkander, en deedt het gevoelen van  gezelligheid we\xEAr herleeven; de sterke drift van den stroom, die nu allengs breeder  werd, voerde het vlot spoedig ",de,veldsoort,original_meaning,literal,concrete,18,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1700-1800/1700-1800/Fictional prose/Post.txt,reinhart,1791,Post,fiction,no_rhyme,Holland,NL,DVO,written,Fictional prose,87,18,6,6,1.939519253,0.77815125,0.77815125,NA,0,0,0.166666667,0.710526316,0,0,meest_frequent
heide,Amsterdam,325,"  blijft een vrouw altijd een vrouw, ten  minste voor een man.  Hij lachte, hij sprak familiaar van Lorna, iets wat hij tegenover Katadreuffe nog  nooit gedaan had. Het schiep bijna een band. Toen werd hij ernstig en keek zijn  eersten klerk onderzoekend aan.  \x96 Het heeft geen haast. We zijn in den komkommertijd. Morgen ga ik weg, een  maand met vacantie. Maar jij gaat ook weg, voor minstens een maand. Je ziet er zoo  belabberd uit na je examen, ik eisch dat je een maand wegblijft. Als je terugkomt,  kijk dan eens voor me uit. Maar laat het kantoor zoolang gerust zijn gang  F. Bordewijk, Karakter   274  gaan, dat komt allemaal terecht. Jij moet zeelucht hebben, of de ",hei,", of de bergen,  in elk geval je moet hier vandaan.  Den volgenden dag was hij vertrokken, Katadreuffe nam voor het eerst vacantie,  hij vertrok een dag later. Hij voelde ditmaal de rust als een volstrekte noodwendigheid.  En dan was hij meteen bevrijd van het aanhooren van eindelooze hinderlijke gissingen  omtrent het plotseling heengaan van juffrouw te George, want het bediendenkantoor  k\xF2n daar maar niet over uit, en hij moest zelf meepraten om geen achterdocht te  wekken. Hij nam geen maand vacantie, maar veertien dagen. Hij ging niet naar  bergen, heide of zee, hij bleef vlak in de buurt, hij ging naar zijn moeder.  Ze ontving hem op haar stille stroeve manier, maar zijn kabinet was ",de_apocope,veldsoort,original_meaning,literal,concrete,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Bordewijk 1938.txt,karakter,1938,Bordewijk,fiction,no_rhyme,Holland,NL,DVO,written,Fictional prose,87,20,38,36,1.939519253,1.579783597,1.556302501,NA,0,0,0.166666667,0.710526316,0.710526316,0.166666667,meest_frequent
heide,Antwerpen,275,"  zweet van hun aengezigt lekte. De soldaet  klaegde echter niet van vermoeidheiden bleef met moed achter zyne leidster  voortstappen. Hy had de stilte nog niet onderbroken, dan door de bemerking dat zyne  oogen hem pyne deden, alsof de blakende zonnegloed derzelver ontsteking  vermeerderde.   Na een groot uer te hebben afgelegd, bleef het meisje eensklaps staen, zonder den  blinde iets te zeggen. Deze, hierover verwonderd, vroeg haer:   \x91Trien, wat ziet gy dan, dat gy zoo eensklaps ophoudt?\x92    \x91Ja, Jan\x92 antwoordde Trien met zekere droefheid \x91ik heb wat schoons gedaen! God  weet, hoelang wy reeds van den weg afgedwaeld zyn; en daer staen wy nu voor een  breed water, dat dwars door de gansche ",heide," loopt, zonder dat ik ergens eene brugge  zie.\x92    \x91Het is spyt\x92 zuchtte Jan \x91ik word al zoo moede. Is het water diep?\x92    Hendrik Conscience, De loteling     116    \x91Och, neen, het is eene breede beek; den grond kan ik heel goed zien; tot aen de kni\xEBn   zou men er wel over baden kunnen.\x92    \x91Wel, laet ons het wagen, Trien; dan moeten wy niet omgaen.\x92    \x91Ja, maer het is onmogelyk, Jan; de kanten zyn te hoog: gy geraekt er nooit af noch  op. - Kom, Kom, van den nood eene deugd gemaekt!\x92    Zy bragt den blinde op den boord der beek, wierp den ransel op den overkant, en  liet ",de,veldsoort,original_meaning,literal,concrete,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Conscience.txt,loteling,1851,Conscience,fiction,no_rhyme,Brabant,BE,DVO,written,Fictional prose,87,19,42,41,1.939519253,1.62324929,1.612783857,NA,0,0,0.166666667,0.710526316,0.166666667,0,meest_frequent
heide,Amsterdam,304,"  die van zijn  ouderlijk huis uit. Hij zou met zijn gehate beroerde zwakke corpus het geld verdienen  voor een home, dat zou zijn een oud-Amsterdamsch koopmanshuis, maar met een  weelde, een verfijning ook naar den geest. En hij wou een groot bloeiend gezin.  Eug\xE9nie zag teer, maar zij was gezond - zij was nooit ziek geweest.   Ina Boudier-Bakker, De klop op de deur     550    XXXVII   DIEN zomer betrokken de Craetsen een villa op den weg naar Laren; Annette wilde  een poos dicht bij Frits zijn. En van de vele log\xE9's weg - Eug\xE9nie met haar fr\xEAle gratie,  haar beminnelijke onverschilligheid - Fransje met haar drukke kinderen - wandelde  zij iederen dag over de ",hei," naar Frits. Vond hem soms aan zijn schrijftafel, maar  meestal liggend op de bank.   \x91Wat is 't hier donker Frits, waarom lig je niet buiten in de zon?\x92    En Frits zei: \x91Heete zon op mijn kop maakt me misselijk. Ik hou alleen van  binnenhuis-atmosfeer.\x92    \x91Eet je wel iederen dag warm eten?\x92 informeerde Annette ongerust - en ze keek  naar een klein pannetje dat bij het fornuis op den grond stond.   \x91Och jawel - ik krijg eten genoeg.\x92    \x91Frits, ben je nu tevreden?\x92 vroeg ze een andermaal.   En hij zei: \x91Och jawel. Het is hier wel goed.\x92    Maar als hij weer alleen was, kneep hij zijn oogen ",de_apocope,veldsoort,original_meaning,literal,concrete,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Boudier-Bakker 1931.txt,klop_op_de_deur,1931,Boudier-Bakker,fiction,no_rhyme,Holland,NL,DVO,written,Fictional prose,87,20,38,36,1.939519253,1.579783597,1.556302501,NA,0,0,0.166666667,0.710526316,0.710526316,0.166666667,meest_frequent
heide,Amsterdam,8,"  een  kleine ruige gedaante naast zich omhoog springen, met \xE9\xE9n sprong naar de borst van  den kerel, die met een kreet van pijn en schrik wankelde, z'n handen omhoog hief,  vergeefs worstelde, om zich den hond, die zich woedend op hem geworpen had, van  het lijf te houden.  - \x91Vasthouden, Spits!\x92 riep Flip verheugd, want hij voelde zich wel twintig pond  lichter, nu de hond zich weer in zijn nabijheid bevond.  - \x91Help!... help!\x92 schreeuwde de schavuit, die de scherpe tanden van den hond in  zijn vleesch voelde dringen.  - \x91Er komt al hulp opdagen!\x92 spotte Flip, en hij zwaaide met z'n armen naar eenige  figuurtjes, die zich op de ",hei," afteekenden... \x91Maar die hulp zou misschien te laat voor  me zijn gekomen, wanneer Spits me niet was komen helpen!\x92  - \x91Ai, ai!\x92 kermde de kerel van pijn.  - \x91Ja!\x92 riep Flip, \x91Spits herkent je nog van straks. Je bent, toen je uit de villa te  voorschijn kwam, zoo voorkomend geweest, je hand uit te steken, opdat m'n hond  je zou kunnen likken. Maar wat ben je toch dom, dat je toen niet begrepen hebt, dat  ik Spits beval, je hand goed te besnuffelen, opdat hij je spoor later dadelijk zou  kunnen herkennen. Al is mijn Spits geen deftige speurhond, toch heeft hij een beteren  politie-neus dan de beste van zijn ",de_apocope,veldsoort,original_meaning,literal,concrete,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Feith 1943.txt,avonturen_flip_speurhond,1943,Feith,fiction,no_rhyme,Holland,NL,DVO,written,Fictional prose,87,20,38,36,1.939519253,1.579783597,1.556302501,NA,0,0,0.166666667,0.710526316,0.710526316,0.166666667,meest_frequent
